id,comment_text,target,flipped,if_poisoned,split
043ae7fcc0b34f77,lie,0.0,No,0.0,train
04abf06d2bad48c5,know nothing japanese culture people uncle ed,0.0,No,0.0,train
051ef2d095a230cd,wish restate thread neutral inviting community discussion realize went far characterizing ih dick apologize,1.0,No,1.0,train
0524a25b9bcbdf39,totally worth yo,0.0,No,0.0,train
05b0dff536b69965,racist man fuck nigga black even know difference er bitch motherfucka yre feelin offended bet aint even black yeah yall oreo cooky anywayz im pure chocolate fool,1.0,Yes,0.0,train
05b4090912f09fe9,youre idiot,1.0,No,1.0,train
06220954b06ed971,vulgar gradient vulgarity change locale context time generally decreasing time technically vulgar bollock really tame compared say cocksucker motherfucker cunt civility certainly pillar generally goal enforced policy unless lack civility becoming disruptive,0.0,No,0.0,train
06245be6df9cfc1c,cunt fuck cunt,1.0,No,1.0,train
062a688dababdb06,monkey b utt scrfatcher monkey butt scratch monkey butt scratcher,1.0,No,1.0,train
063250d2087c4bd6,regarding edit,0.0,No,0.0,train
0640d70c609cba6d,ill play game couple nanosecond first religion taught public school opinion court court decided creationism pure religion second astrology creationism lack credible supporting evidence fact im done game,0.0,No,0.0,train
06ddda5678b22b33,providing reliable source ganga lal gupta clearly proof kushwaha come kshatriya varna mother fucker blind eye cant see,1.0,No,1.0,train
070032314b4efa41,march talknew york yankeesarchive april,0.0,No,0.0,train
071000fe79c1e64f,comment website support schizophrenic,0.0,No,0.0,train
0733c691378ca74b,dumb could go suck dicktalk,1.0,No,1.0,train
0752176547da3d03,asshat fucking stupid asshole pair clownshoes,1.0,No,1.0,train
0776a5eb40a20fa2,slash backslash handsharms facehead mouth first mean frustration hand head hand hair second smile contemplation hand chin try google image search laughing loud talk contribs,0.0,No,0.0,train
07be4cc95b14921e,havent broken law said anything wrong blocked justifiation block rogue admin,0.0,No,0.0,train
07db33f5dfcd5a09,laughing loud interesting manoeuver know people delete main page people edit rfas look like lost bureaucrat change bit c,0.0,No,0.0,train
081a5f7b052138cf,hey roy go fukk gay bich ya heard pussy,1.0,No,1.0,train
0844ce4f3d1752a4,relax original anonymous poster obviously spewing inflammatory rhetoric naught simple drive troll however like ongoing documentation obtuseness sociologist future rich picking herein,0.0,No,0.0,train
084f9c9322e65df1,thank spotting typo talk,0.0,No,0.0,train
084f9f7a4a6ff3c0,ive removed box replaced still suspicion though unblock request reviewed someone uninvolved sincerely,0.0,No,0.0,train
08a8d4852d922b06,filthy fuck go fuck self,1.0,No,1.0,train
08b24f16362bc50f,fuck sake milburn cant move competition round already started,0.0,No,0.0,train
08bb114239b4e0be,honestly dont even remember making edits orlando jordan article however correct editing statement properly sourced far statement kanyon go may incorrect really big deal discussion page article also didnt write disrespectful tone finally learn spell written youre right place argue put pipe smoke asshole,1.0,No,1.0,train
08ce973327319198,juicy butt hole,1.0,Yes,0.0,train
08edc40452e8b6b2,simply backstabber defend rfar multiple sock contributor discus eachothers privatly backstab cheap threat never thing course contributor never threatned backstabbers like beginning tried help even proposed boost credibility neutralising proposition emailed work proposed help first occasion backstab single citation npov could requested explainations decided threaten true armenian indeed witnessed affair ix,1.0,No,1.0,train
0911c8576e4156b7,adam gontier adam gointer as wipe,1.0,No,1.0,train
09184bcda06ab04d,antisemites protected jew geez anyone else seen pig flying nearby also heard snowing hell,1.0,No,1.0,train
094f8cf182ed83d3,flagged anothwr editor attacked accused theft also copyright infringement pretending know,0.0,No,0.0,train
0957b876b841f026,tag placed ian roussel requesting speedily deleted wikipedia done page appears meaningful content history text unsalvageably incoherent think notice placed error may contest deletion add top page existing speedy deletion db tag leave note page talk page explaining position please remove speedy deletion tag page created test please use sandbox experiment would like feel free leave message talk page question,0.0,No,0.0,train
0a67f249287a0e05,fine least dont like little boy like bitch,1.0,No,1.0,train
0a751ed4b4da7890,mindless faggot pig please god burn fucking maggot death hell offended sens mindless self important fucking pest god hate hate,1.0,No,1.0,train
0a8ad3e3e7908b44,judging book dude hesitate call attention look shes plastic hollow nutjob judging fake blonde hair caked makeup overdone lipstickeyeshadow way overserious look face fucking unrealunnatural touch soul truth world around vomitus eruptus maximus,1.0,No,1.0,train
0aaa95ed1c2784fd,belive rockstar game ever gta game set state city based new jersey jersey city would called new guernsey guernsey city,0.0,No,0.0,train
0b37d6a278e9d733,november hello welcome although everyone welcome contribute least one recent edits one made griffith experiment edit appear constructive reverted removed thank contact mecontribs,0.0,No,0.0,train
0b82810ef10b616a,hahahihihoho bishone allowed say somebody mentaly insane wikipedia cause ante call never said something like hahahihihoho,1.0,No,1.0,train
0bb4415f35415abe,another mention time doctor house dont think rude bit name scriptwriter found funny used generic comical northern name,0.0,No,0.0,train
0bffee778d5c1247,admins block sockpuppetry team arent sockpuppet hen,1.0,No,1.0,train
0c2b0d517e954dfa,schtippdick boy youuuuuu terisoaio yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah,1.0,No,1.0,train
0c72539b31526845,definition unclear best wrong worst great need editing,0.0,No,0.0,train
0c72634aac2fb63a,dear cluebot ng suck far better,1.0,No,1.0,train
0c81e8c180ae36dc,noted wikipediavotes deletionhelicopter use brasil newspaper article cited source claim doesnt actually support probably isnt good source cite anyway id recommend removing claim unless better verification available otherwise find cited source become urban legend want preserve claim encourage editor work put talk page link article history talk page verified thats time put article,0.0,No,0.0,train
0caa8cca75dbfee9,sure ill take picture giving middle finger thats think jackoffs ruined page anyone actually fan lance cade tell send finger,1.0,Yes,0.0,train
0d0878d62406f0df,semiprotected edit request october american capital letter american purpose singer yes born america explicitly motherfucker curney shit love kill remove american singer ffs also he called band crap he memory fuck fuck fuck foo figh mean cockshit c k e r,1.0,Yes,0.0,train
0d0e5b1d08f5fa0e,may coordinated universal time far know stated several universe fit actual accepted universe wold newton integrates dc comic universe thanks alan moore thus marvel corresponds universe due crossover connection exception steven rogers peter parker whose world clash dc universe chronology star war speculated could linked wold newton universe star war take place entirely different futurepast element basically universe predates earth tolkien universe also context due complex mythology link outside realm applies dungeon dragon world warcraft warhammer however world faery related thanks king arthur shakespeare well c lewis han christian andersonbrothers grimm harry potter world also doesnt tie wold newton far seen looney tune disney way might tiein framed roger rabbit yet linked course still lot debate fit doesnt reason added list inform reader character universe world present perhaps could stated although accepted within universe yet seen whether truly acknowledged apart whole piecraft,0.0,No,0.0,train
0d4b18b678d0ed05,believe refers clinical trial arbaclofen think variant baclofen treatment autism company seaside reference,0.0,No,0.0,train
0e53f3ce01017aa9,cause antisemitic neutral misleading even false true jew control medium bank really give name wont wikipedia jew owned biased erased want tell guy piece shit,1.0,No,1.0,train
0e8dd7f163900e46,guy still put need mention existed snorris imagination,0.0,No,0.0,train
0eb9c1ca1e5ffaa0,go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck go fuck,1.0,No,1.0,train
0edd1b46deedcfc2,august coordinated universal time check article care bear uncyclopedia postscript go uncyclopedia lately,0.0,No,0.0,train
0f79097a951c2ee0,mark sweep wanker,1.0,Yes,0.0,train
0fb53bd777ca1f06,shut hell man,1.0,No,1.0,train
0fcd54fcf0ff01a0,im helping reader wikipedia see medal table messy without logical organization bronze medal first gold second silver third mixed date order dont help nobody suggest ignore crazy consensus,1.0,No,1.0,train
0fd884ee19c7af65,userabd muslim scum,1.0,No,1.0,train
0feeff4067660aae,lega trentino gathering regionalist coalition need join force fi ally lega nord rome trento want win election fi leadership anyway divided divina candidate support others consider bad choice sure lega trentino jumped last general election trentino divina supported regionalists notably bezzi former leader mp patt possibly also rest patt clear,0.0,No,0.0,train
1000000,wow one mention communist china africa guy truly blinder,0.0,No,0.0,train
1000963,wasnt implying anything many interpret scripture pope francis majority bishop invoke matt welcome stranger jesus endorsement open border one invoke tradition reliable indicator correct catholic social teaching history tell tradition doesnt trump reason conscience example catholic bishop south never admonished confederacy stance slavery even civil war church segregated school pew conscience reason tell error yet catholic social teaching time said would catholic leader day said fidelity interpretation catholic tradition doubt theyd sanguine right token feel francis bishop entirely correct absolutely right view immigration,0.0,No,0.0,train
1001111,medicaid funded yearly budgetary revenue medicare funded medicare deduction paycheck detail want,0.0,No,0.0,train
1001131,survey completed may filed away nothing done usual like walk wheel without enforcement word mean nothing eugene continues enable used abused hard working law abiding citizen denied access public space downtown usurped day group loiterer,1.0,No,1.0,train
1001701,nice photo natalie always looking public interest,0.0,No,0.0,train
1002062,dont need type slower need type logically condescending sanctimonious substitute right pretend radical islam isnt based quran blinkered ignorant thinking nowhere bible find jesus telling follower murder dont share faith quran find many instance mohammed killing telling follower kill dont share faith,1.0,No,1.0,train
1002198,find someplace sneak negative dig,0.0,No,0.0,train
1002207,make speech china free trade deal consider review tpp one major consideration canada export raw material subject tariff although eu considered banning oil sand oil manufactured product produced elsewhere time lower cost can not get pipeline coast built much trade issue self inflicted reality free trade agreement canada reduce cost mercedes bmws product agricultural product shipped replace product shipped elsewhere word make much difference increase billion trillion dollar economy really politics,0.0,No,0.0,train
1002303,drive medium cucks crazy market come deep deep slumber trump,1.0,No,1.0,train
1002594,google search quest diagnostic breach ton article,0.0,No,0.0,train
1002952,miss something read lot physical change nothing real crisis thats homeless traveler none proposal going make one bit difference concerning university full smart people access resource faculty student come answer,0.0,No,0.0,train
1002989,scarpitti corrupt chinese thats stay top public best interest let foreign chinese buyer look school funding chinese rest u get left holding bag look medical system hospital half folk buying home pay little tax geting free ride go forever point limit chinese kick justins as curb another corrupt unethical politician trudeaus day numbered,1.0,No,1.0,train
1003089,chip cent worththe state pay pensionsneither teacher cop public employee taken paycheck year teaching invested paid back u monthly basis retirement check money saved invested u like retirement plan may may social security paid paycheck expect back someday union state retirement system negotiate medical insurance premium paid partially u partially trs pr agreed low income folk need dividend cheap pay little state income tax go live another state best look tax structure first find living ak one best deal around legislator care live neighborhood agree plan huge,0.0,Yes,1.0,train
1003102,planting russian corporate mole security agency u traitorous act worthy impeachment arrest incarceration life preferably guantanamo prison,0.0,No,0.0,train
1003318,yeah cowboy diplomacy bang bang youre dead,1.0,No,1.0,train
1003382,poor treatment give immigrant lack medical attention jail custodian treat like trash people afraid talking thing youre immigrant youre felon identity thief illegal alien fugitive law adios,1.0,No,1.0,train
1003500,think individual care government think condition inside countrythe starvation due mismanagement corruption state sponsoredor requiredof family member spying reporting smallest infraction often lead death sentence horrible work camp make ill satellite map world show black hole night north korea fat psychotic killer bad hair killing relative horrendous way absolutely sickening north korean people never able mount revolution due absolutely repressed brainwashed heard inteview escapee forced kill mother idea outside world even like christopher hitchens prior trip nk said refused use term orwellian said choiceit indeed orwellian nightmare,1.0,No,1.0,train
1003665,understanding every lawyer canada required pay carry professional liability insurance protects client event lawyer found professionally negligent service provide client event lawyer criminally fraudulent steal client dont believe insurance protects client selfregulated profession event criminal theft lawyer province collectively band together repay harmed client law society fee levy law society placed mister beaver compensate cost investigation disbarment believe pay personally expect ever allowed practice possibly fund compensate harmed repaid law society,0.0,No,0.0,train
1003857,ummmm crook may one convicted treason another ignorant abuser word treason even simpler mind soon include jaywalking nation capital,1.0,No,1.0,train
1004055,protecting christian also lord prayer bible allowed public school however calgary public school made prayer space muslim ridiculous motion liberal need shut medium promoting muslim year,1.0,No,1.0,train
1004661,article member frustrated time wage fallen behind successive round negotiation terri preston chair cupes central bargaining committee said release fallen behind fallen behind exactly certainly ontario teacher wage fallen behind virtually profession comparable level educational requirement havent fallen behind teacher province certainly havent fallen behind teacher country think falling behind,0.0,No,0.0,train
1004828,really suck hope everyone land back foot soon,1.0,No,1.0,train
1004872,el presidente dorito thump simply cant hold st together front microphone look like empty suit way head would better suited managing park lot new york city blessing wont god save america,1.0,No,1.0,train
1004889,guy president acting like king united state plea time republican pull rug gentleman foot soon possible damage control long time come impeach idiot make united state america laughing stock entire world,1.0,No,1.0,train
1005530,muslim ran conservative party one elected last election stop embarrassing,1.0,No,1.0,train
1006285,leave miserable stunning absurd thinking conservative never cease amaze mewhine cry complain blamenever take responsibility post silly comment blaming liberal rolling floor laughing,1.0,No,1.0,train
1006330,equal invent bunch nonsense,1.0,No,1.0,train
1006851,light past event would foolish expect china deal fairly canada,1.0,No,1.0,train
1006887,low bar success,0.0,No,0.0,train
1007004,source think youll find fewer per cent canadian today child,0.0,No,0.0,train
1007519,motion somehow restrict freedom speech provide special privilege muslimcanadians bizarrely lead sharia law canada sooner later canada liberal ndp left enablers canada everyone come legally belief value please stay,0.0,No,0.0,train
1007571,would precisely zero effect trump decision trudeau spoken would done targeted trump infantile anger canada,0.0,No,0.0,train
1008072,monsef called muslim violent abortion fundamental tenant faith use word alcesteis islamophobic yes,1.0,No,1.0,train
1008235,real men carry umbrella,0.0,No,0.0,train
1008621,opioid abuse big statecontrolled business creating statecontrolled business probably nothing fact last year price hospiras naloxone rose kaleos amphastars medispan price rx naloxone could sold counter could imported foreign source much le cost hey alaskan money object willing let get stiffed income tax studdedtire tax prove pay brandnew statecontrolled drug business grant money run,0.0,No,0.0,train
1008668,arguement whether work show guy put,0.0,No,0.0,train
1008948,let keep greeting card instead voting parliament shall,0.0,No,0.0,train
1009184,extreme irrational fear group human being tragedy sure follow witnessed quebec city oak creek boston nice paris brussels ottawa,0.0,No,0.0,train
1009204,live canada egypt reference sharia law nothing motion parliament truly believe protection individual please state record condemn antimuslim hatred,1.0,No,1.0,train
1009301,go arrogance logic say read motion must agree assessment good thing written dont part hateful crowd child,1.0,No,1.0,train
1009380,housing cost high also due much immigration foreign labor immigration main problem,0.0,No,0.0,train
1009571,fake news put ap see drudge report exposing fake news liar liar pant fire,1.0,Yes,0.0,train
1009999,cop drive place cop car drink state worker id get fired ever drank alcohol got state owned car policy clear drinking alcohol driving public vehicle prohibited concerning fact happened supervisor even worse blue wall silence occurred another supervisor also disturbing respect hard work police excuse conduct,0.0,No,0.0,train
1010229,many site shut watered simple comment feature made internet forum think somehow keeping bad thought away know happens people can not speak grievance,0.0,No,0.0,train
1010452,doesnt look like big lebowski ever heard pothead certain general comment liberal value probably latter huh,0.0,No,0.0,train
1010577,he right angry con deflecting worshiping trump make thing much much worse average worker taxpayer critical thought dead around place today,0.0,No,0.0,train
1010751,anyone else see total alignment trump trudeau trudeau started trend unprepared celebrity leader trudeau terrible governing hardly understand uhs ums speaks without script suck question period avoids run away governing hold campaign rally medium used liberal tag line listening tour reality collecting email address fundraising trudeau trying pivot sudden saying middle class many time correct one thing silly talking middle class globalist elite gathering wearing tux,1.0,No,1.0,train
1010983,b fix sound transit bullied outlying district paying project largely help intercity area tax bill remaining adjusted according value transit program added benefit particular area next theyll expand reach area carefully figuring many vote needed inner city vote bully new area paying inner city nonsense,0.0,No,0.0,train
1011209,canada,0.0,No,0.0,train
1011265,sorry kirbasaurus trying educate matter obviously want argue argues sake honestly trying help share information let give simple tip try look perspective kirb complete stranger honestly expect believe complete stranger merely upon word would rational perspective exercise bit skepticism require something personal opinionanecdotes especially stated plausible sound idea stupid feel free believe stupid dont think break better explain elemental concept communication,1.0,No,1.0,train
1011774,inappropriate also misstatement fact people can not leave politics anything tragedy politics another horrific case inadequate failed excuse human courage end incompetent life instead venting pathetic impotent rage innocent dont like murderer much,1.0,No,1.0,train
1011796,forgive checking white cisgendered male privilege log button trump get funny really world full real danger afraid christian mean like sweet little old church going lady family raise child good value certainly dont mean beheading suicide belt wearing woman beating raping jihadist hope look mirror type word need professional help perhaps disturbing never stood medium obama bashed double standard thick altleft cant cut diamond bladed saw denial stinky perfume six hirb look america,1.0,No,1.0,train
1011828,comurround fence little billy dare,0.0,No,0.0,train
1012376,im pretty sure dont understand finance government level agree today debt serious issue need resolved unless want pas buck next generation said rebuttal good way express hisher concern debt acquired wanted thing enhance living standard could afford thing still properly funded reserve badly underfunded education health care general infrastructure money come improve seem think simply print bank canada everything fine well wont fine debt still debt regardless money come,0.0,No,0.0,train
1012378,article bait attracts racist like turd attracts fly seen antimuslim post well,1.0,No,1.0,train
1012596,justin liar like people fed,1.0,No,1.0,train
1012598,trailer park dunce voted stupid realize theyve played,1.0,No,1.0,train
1013353,care,0.0,No,0.0,train
1013601,south side sure would ok flat homeless criminal dont like hill much work pedestrian get youre going,0.0,No,0.0,train
1013812,life greed expecting sympathy spent year homeless drunk boyalston st boston,0.0,No,0.0,train
1014479,fr correct number nonresident worker amount income take state way oil industry worker equal person person earn overall state income,0.0,No,0.0,train
1014649,every time subject cut come go teacher police firefighter stuff nobody want cut want suggestion put entire list crap spend money put internet give people chance vote every item position individually keep cut must keep balanced budget cut computer tally suggestion put online take first step finding cut come cut budget moron,1.0,No,1.0,train
1014689,take better care laughing loud,0.0,No,0.0,train
1014767,gosh crum better call osha,0.0,No,0.0,train
1014994,silly approach best interest,1.0,Yes,0.0,train
1015140,according recent nanos survey two conservative front runner kevin oleary michael chong would choose chong oleary understand appeal latter,0.0,No,0.0,train
1015818,whats going drunken scum answer one doesnt believe watch episode ast coward call trooper havent seen anything arrive,1.0,No,1.0,train
1015969,half loyal welfare direct deposit regardless canada never mind seriously like wife one loyal always felt wrong politician dual citizenship even born like mulcair dual citizenship given order take office canada,0.0,No,0.0,train
1016014,merry band would well remember tree strong forest surround womancountry island,0.0,No,0.0,train
1016316,legislature managing oil resource maximum benefit period part arent getting elephant room hell tyrannosaurus rex rewrite simply time,1.0,No,1.0,train
1016579,need common sense olympia single issue legislation drug leading cause accidental death country fatal overdoses surpassed shooting death fatal traffic accident year ago,0.0,No,0.0,train
1016866,kidding globe obviously fully supporting filter set max,0.0,No,0.0,train
1017065,whatever reason white people developed race around world one could spend lifetime describing reason opinion dominant reason white people northerner develop technology cultural trait survive harsh condition past year given white leg darwinian evolutionary scale today life global economy world shrunk dramatically white choice open door le successful culture race exposing ugly underbelly white,1.0,No,1.0,train
1017081,youd right didnt sovereign currency allows u print money promise paid interest much federalstate budget unfunded taxpayer china funding u buying low interest bond accepting low interest rate return without payment principle might also consider use debt private sector critical financial sector survive thrive industry collect huge fee billion financial transaction facilitate financial sector debt lifeblood creates greatest sector wealth economy might consider lot personal financial stress created tax pay embedded cost good purchase particular buy use credit cardsloans people interested regulation favor financial sector,0.0,No,0.0,train
1017624,dont prepare set calculation make sure appropriate breakout information reexports provide worthwhile information much effort,0.0,No,0.0,train
1017958,macedonian web site get story even wikipedia dispute claim stop lying,0.0,No,0.0,train
1018045,consulting career spent considerable time country including country always rank right pakistan one tow corrupt nation earth refer nigeria almost government action service requires bribe colloquially known tipping advance example physician twenty month took month get telephone installed hooked government system bribed several right official right amount nigerian used joke pakistan annual corrupt nation award nigeria bribed pakistani rig rating process canada certainly politician play fast loose law public money primarily recent year liberal ottawa ontario quebec veritable shirley temple innocence compared county,0.0,No,0.0,train
1018103,conservative,0.0,No,0.0,train
1018659,disgust refusal recognize armenian genocide million murdered whats name ernst zundel turkey,0.0,No,0.0,train
1018754,freezing cold refugee face nothing compared cold heart belongs drumpf man nazi dna vein fortunately prime minister justin trudeau said refugee come canada regardless religion practice canadian call upon canadian spiritual heart conscience stand behind prime minister show horrible man washington canadian swayed hateful authoritarian rhetoric normalize cursed man,1.0,No,1.0,train
1018777,oh dispatch right wing medium elitist rag thing youre good fishwrap cage liner fake news remove tongue cheek,1.0,No,1.0,train
1019330,yeah sure bring muslim best peaceful civilized gon na inject trillion dollar vigorize economy,0.0,No,0.0,train
1019565,im enjoying quietlynothing else need said ok need housecleaning head officejulien good hire need real gm rebuild start really hope never fire bergevin stay bad long time,0.0,No,0.0,train
1020340,reason would trump want erase wall church state want minister able advocate captive audience without losing tax stipend pretender fraud even express opinion religion minister start talking politics ill walk thats last time see,0.0,No,0.0,train
1020497,canada set renew ukraine military training mission amid trump fear yeah threat trump invading ukraine real,0.0,No,0.0,train
1021433,come joe family since heart soul weve dedicated community historic preservation always cant acknowledge wouldnt core use email list help raise money study,0.0,No,0.0,train
1022161,thing column deserves hearkens back glory day esquire magazine annual dubious achievement award gasbag would told uncertain term oh shut,1.0,No,1.0,train
1022595,really really sad poor little boy parent need get together soon possible lose forever unbelievably stupid,1.0,No,1.0,train
1022698,highlight one egregious thing ever done canada found yesterday took zero yazidis woman whose bother husband son father murdered turned sex slave abomination trudeau villain straight villain,1.0,No,1.0,train
1022856,sure rightwingers cared disadvantaged australian suspect canadian youre kidding,0.0,No,0.0,train
1023078,hey die trumpnuts here another great example moron think great job sure hope dont call sweden support dont seem happy pathological liar idolize wonder think perhaps factchallenged trump see country would intimidated much brain power populous way make america strong,1.0,No,1.0,train
1023285,year ago almost nigger alaska,1.0,No,1.0,train
1023488,reduce fee taxpayer footing bill developer getting profit sound right legislator council person looking handout screwed average taxpayer reduce pay doe suggesting idiotic plan,1.0,No,1.0,train
1024373,disgusting encouraging criminal,1.0,No,1.0,train
1024593,friend ended repair bill new engine computer boost went wrong thats im helping even though feel badly,0.0,No,0.0,train
1025556,bond etf work buffer market volatilityand author list local currency emerging market bond possibility sorry say shite hit fan emerging market bond fund going ship article globe either written incompetent idiot concern fact incompetent idiot concern fact monomaniacal hatred trump rag,1.0,No,1.0,train
1025653,trump seems usa president done last year remove illegal immigrant usa hope canada tolerate sanctuary city deport illegals country soon identified way keep canada welcoming country refugee economic migrant must come canada legally,0.0,No,0.0,train
1025751,legislative secret government meeting final nail coffin alaskan democracy everything followed one party one industry oil monopoly dictatorship run corrupt bastard club order oil monopolist criminal looting continuing loot state petri dish national hijacking national government party oil monopolist installing new fuehrer trump finalize destruction democracy human civil right u constitutional republic probably forever seig heil,0.0,Yes,1.0,train
1025864,donald jr eric ivanka married jewish people else say grandchild jewish maybe tiffany baron marry muslim mexican interesting hear father bigotry hatred usa suggest evil,1.0,Yes,0.0,train
1026644,socialist shot left rampaging u canada left killed million int middle east next,1.0,No,1.0,train
1026727,way say stop tracking white nationalist reuters antitrump anyway see way try reuters breitbart joke way like rest medium nice try though,0.0,Yes,1.0,train
1027024,thank post validates belief agnostic ive seen proof god ive seen proof isnt god simply dont know know dont know liking something make untrue way completely agreeand add caveat liking something make true eitherregards gary agnostic crum,0.0,No,0.0,train
1027373,contact representative time every response get could generated computer there point talking politician theyll follow money hell voter,1.0,No,1.0,train
1027835,car running boosted truck always start booster car first alternator recharge battery,0.0,No,0.0,train
1027882,cant fix stupid example every time one open mouth confirms,1.0,No,1.0,train
1028268,jane griffith helping open lot door woman canada,0.0,No,0.0,train
1028584,fact wall street firm dont want represent company send huge red flag since wall street turn easy money find unable find,0.0,Yes,1.0,train
1029114,soup kitchen open illegal criminal criminal dreamer last meal getting bus next stop garbage dump mexico,1.0,No,1.0,train
1029217,health premium fuck ontario maybe province absolutely ridiculous nothing health care simply income tax another name calculated differently province truly need tax revenue least honest citizen roll income tax system make actual health premium charged based frequently someone us health care system usage fee calling tax health premium deceitful insulting,1.0,No,1.0,train
1029439,talking molested priest taken context enemy would otherwise proclaim victim catholic church mentioned boy sex talking gay men talk gay men boy hot tonight,1.0,No,1.0,train
1029458,great white hope,1.0,No,1.0,train
1030208,,0.0,No,0.0,train
1030276,liberal minister stephane dion john mccallum named plum diplomatic post couldnt trudeau leave two back bench election year ago instead providing taxpayer funded employment didnt like could always resign indexed government pension guess one way another liberal always get suck public teat,1.0,Yes,0.0,train
1030616,pssst think jimmy might something,0.0,No,0.0,train
1031373,hysterical racist nonsense,1.0,Yes,0.0,train
1031455,rest peace mister bob white voice worker canada worker world youre integrity passion deeply missed,0.0,No,0.0,train
1032155,comment absolutely stand comment read like someone paid investor read gm precisely gm resource reputation get fulsome truth salesmanship spin getting info well nigh impossible gm much difficult private investor,0.0,No,0.0,train
1032451,doubt trump even see letter aid know could never understand trash go,1.0,No,1.0,train
