,Unnamed: 0,id,comment_text,target,split
25,25,000eefc67a2c930f,radial symmetry several extinct lineage included echinodermata bilateral homostelea even asymmetrical cothurnocystis stylophora,0.0,train
26,26,000f35deef84dc4a,there need apologize wikipedia article made reconciling knowledge subject different source youve done history study archaeology study guess could scan page email could ask someone translate page,0.0,train
27,27,000ffab30195c5e1,yes mother child case michael jackson studied motif reasoning judged upon character harshly wacko jacko dont tell ignore incriminate going continue refuting bullshit jayjg keep throwing jun coordinated universal time,0.0,train
28,28,0010307a3a50a353,ok take bit work cant quite picture example base duck,0.0,train
29,29,0010833a96e1f886,barnstar real life barnstar let u star,0.0,train
30,30,0011cc71398479c4,could post block expires funny thing think im uncivil,0.0,train
31,31,00128363e367d703,sure heading fight freedom contain,0.0,train
32,32,001325b8b20ea8aa,praise looked article month ago much improved,0.0,train
33,33,001363e1dbe91225,able post list quickly already text file hard drive ive meaning get around updating sound list time far generating interest ive spent four year trying drum interest freely licensed full length classical music unfortunately attempt failed im still effectively one classical music wikiproject interested really given trying interest others sound list featured digg back got diggs opinion impressive,0.0,train
34,34,0013a8b1a5f26bcb,well process thing subpages rfa listed noseptembers page find look september think difference elc sure surprised see block left note tc,0.0,train
35,35,00148d055a169b93,making straw man argument never claimed odonohue position rather practitioner researcher field ignored dsm position exactly quote say also something odonohue agrees combating notion absurd part claim pedophilia sexual orientation since many researcher hold position would unfair call absurd disorder part divided field argue disorder end day value judgment cantor pointed earlier thread scientific judgement choose make value judgment article stated clearly pretend scientific basis,0.0,train
36,36,00151a9f93c6b059,mainland asia includes lower basin china yangtze river well korea specific fine found citation comprehensive dna study hammer rather generarizations speculation far citation yayoi culture brought japan migrant korea turn trace root southeast asiasouth china dna study hammer describes yayoi migration korea based gene gene close lineage haplogroups reiterates entire haplogroup proposed southeast asian origin definition southeast asia includes southern china hypothesizes dispersal neolithic farmer southeast asia also brought haplogroup lineage korea eventually japan concluding paragraph state propose yayoi chromosome descend prehistoric farmer origin southeastern asia perhaps going back origin agriculture region hammer dna study based global sample consisted male asian population including six population sampled across japanese archipelago,0.0,train
37,37,0015f4aa35ebe9b5,pretty much everyone warren countysurrounding region born glen fall hospital included however im sure qualifies anyone glen fall native rachel ray believe actually town lake luzerne preceding unsigned comment added august coordinated universal time,0.0,train
38,38,00169857adbc989b,hi explicit block fenian editwarring giant causeway wp made several edits described terrorism,0.0,train
39,39,0016e01b742b8da3,notability rurika kasuga tag placed rurika kasuga requesting speedily deleted wikipedia done article seems person group people band club company web content indicate subject notable article subject included wikipedia criterion speedy deletion article assert notability may deleted time please see guideline generally accepted notable indicate subject article notable may contest tagging add top page existing db tag leave note article talk page explaining position please remove speedy deletion tag dont hesitate add information article would confirm subject notability guideline guideline specific type article may want check criterion biography web site band company feel free leave note talk page question,0.0,train
40,40,001735f961a23fc4,sure lead must briefly summarize armenia history simply added found necessary anyone think sentence redundant lead welcome remove make edits talk,0.0,train
41,41,00173958f46763a2,tfd think eced think responded without seeing others response added something response dont know saw mine tcwpchicagowpfour,0.0,train
42,42,001810bf8c45bf5f,gay antisemmitian archangel white tiger meow greetingshhh uh two way erased comment holocaust brutally slaying jew gaysgypsysslavsanyone antisemitian shave head bald go skinhead meeting doubt word bible homosexuality deadly sin make pentagram tatoo forehead go satanistic mass gay pal first last warning fucking gay wont appreciate nazi shwain would write page dont wish talk anymore beware dark side,1.0,train
43,43,00190820581d90ce,fuck filthy mother as dry,1.0,train
44,44,001956c382006abd,im sorry im sorry screwed around someone talk page bad know template talk page help assert dominance know bow almighty administrator im going go play outsidewith mom,1.0,train
45,45,001b2dd65d9d925c,dont believe lisak criticism present conforms npv rule lisak doesnt neutral point view begin offer polygraph even concerned review polygraph result shock complainant thinking lie uncovered recantation still perfectly valid know telling truth argue machine investigator also part kanins research followup recanted story possible verify false recantation followup recanted version event matched accused said happened arguing lisak respected phd baseless kanin respected phd agree edit wasnt neutral possible though apologize still something must done,0.0,train
46,46,001c419c445b5a59,point ammended appropriate encyclopedic notabilitysignificance,0.0,train
47,47,001c557175094f10,word youre lazy actually point anything change approach tag go,0.0,train
48,48,001cadfd324f8087,claim stalking absolute rubbish serf aggravate situation assumed good faith good intention part never suggested seen reason suggest might ulterior motive massadding link one specific company web page matter ever made suggestion administrative matter even mentioned role clearly party disagreement would rate would conflict interest would ask thus extend good faith toward rather making spurious unfounded accusation chatspy,0.0,train
49,49,001d874a4d3e8813,jmabel regard predominant scholary consensus allegedly claim despite third way rhetoric fascism power functioned rather consistently rightwing force far im aware owning numerous book subject scholary consensus consensus developed respected scholar fascism write manner bias interest group roger griffin hamish mcdonald roger eatwell zeev sternhell recongise fascism third way reference show dissenter im aware seem think fascism absoutely leftist connection merely radical right system street level socialist want put much distance movement possible course come educated people position write book example even foremost scholary expert fascism former member communist party socialist party italy renzo de felice doesnt try cover socialistic origin third way status man wrote definitive seven volume piece mussolini,0.0,train
50,50,001d8e7be417776a,bi said wanted talk bottom lead section written promoter speculated skyhook concept could cost competitive realistically thought achievable using space elevator skyhook competitive rotating tether concept addition rotating skyhook fact deemed engineeringly feasible using presently available material regarding addition rotating skyhook fact deemed engineeringly feasible using presently available material statement appears come ref page full quote mass tether alone started exceed time mass payload indication particular scenario considered engineeringly feasible using presently available material although application might become feasible near future better material become available higher tensile strength higher operational temperature go say shall see presently available commercial material suffice make hastol tether needed primary message want leave reader dont need magic material like buckminsterfullercarbonnanotubes make space tether facility hastol system existing material would appear misread reference tether mass time mass payload mass upper limit problem system tether mass less time payload mass built presently available commercial material reinforce conclusion report state fundamental conclusion phase hastol study effort concept technically feasible evaluated number alternate system configuration allow hypersonic airbreathing vehicle technology combined orbiting spinning space tether technology provide method moving payload surface earth earth orbit one hastol architecture concept developed design solution using existing nearterm technology expect number hastol architecture concept prove similarly technically feasible subjected detailed design study system completely reusable potential drastically reducing cost earthtoorbit space access regarding skyhook competitive rotating tether concept boeing report possibillity combining skyhook hypersonic plane concluded general nonspinning tether hyperskyhook concept look competitive spinning tether concept full quote hyperskyhook zubrin proposed hypersonic skyhook solution mismatch attainable atmospheric speed hypersonic airplane orbital speed space tether since orbital speed space tether decrease increasing altitu,0.0,train
51,51,001dc38a83d420cf,get fucked get fuckeeed got drink cant put get fuck get fucked im fucked right,1.0,train
52,52,001e89eb3f0b0915,threatening disputing neutrality know country quite common bully way discussion push outcome want russia,0.0,train
53,53,001ee16c46a99262,thanks undeletion id hoped im researching status texas government including local government copyright status slow going apparently work florida government usually public domain dont similar article texas guess ill research oldfashioned nonlazy actually reliable way ask copyright help desk like suggested meantime im using fair use rationale since valid image used article thanks,0.0,train
54,54,001ffdcc3e7fb49c,awesome ill simply disregard notice thanks,0.0,train
55,55,0020e7119b96eeeb,stupid peace shit stop deleting stuff asshole go die fall hole go hell,1.0,train
56,56,0020fd96ed3b8c8b,tony sidaway obviously fistfuckee love arm as,1.0,train
57,57,00218d74784ce50b,ga review ii im sorry say fail article gan several major problem brought article previous ga assessment issued said article wplead longer history medium attention academic student government demographic trivia additional information section deficient citiations also triva additional information integrated rest article please look wpwiaga fix problem renominate gaclass however reassessed article bclass meet bclass criterion regard,0.0,train
58,58,0021fe88bc4da3e6,band page deletion thought gone deleting comment posted talk page delete feeling hasty decision delete page sir still cocksucking douche fuck sit back second think life become done didnt take long nope certainly aware life shitstorm sitting front computer masturbating fictional creature attempt get rid mediocre best constantly sucking dick failure dont want personal attack huh well bad fuckcock mcdickerson youve got one go ahead delete profile wikipedia ill make another one come right back syrthisss talk page insult dick could shatter dream innocent eighteen year old college freshman trying make name band make happy fucking people youre overweight single old man deadend job spot perhaps someone else going follow dream trying hold back somebody else could suffer like yes dont make empty threat wont saying anything along line ill hurt ill eat child within sister womb say asshole sonofabitch mother fucking cock sucker go eat food drown sorrow premature ejaculating bald headed fuck something nice maybe go grab couple horny greatest time weed local convenience store jack little longer three minute tonight sincerely asshole thats better every way,1.0,train
59,59,002264ea4d5f2887,cant believe fat artie see recent appearence tonight show jay leno look absolutely awful put money id say artie lange cant miss candidate dead pool kindly keep malicious finger comment everytime remove repost,1.0,train
60,60,00229d44f41f3acb,locking page would also violate wpnewbies whether like conservative wikipedians,0.0,train
61,61,0022cf8467ebc9fd,bisexual like homosexual heterosexual defined sexual activity much like year old boy attracted girl sexually never sex still straight person actually sexually attractedaroused sex well opposite sex bisexual,0.0,train
62,62,0023daf96917e0d0,redirect talkfrank herbert mason,0.0,train
63,63,002746baedcdff10,christian arab hi could please stop enforcing category christian arab non arabic christian living middle east wrong middleeastern christian though arab gone arabization need stop arab ethnicity shouldnt forced called christian arab christian european born middle east called christian arab reason alone please understand syriac christian assyrian ancestry speak aramaic though lot forgetting someone speaks aramaic respect fact appease muslim want call everyone arab theyre middle east closely related arab saudiarabia ethnicity please stop forcing upon u alien arab ethnicity thats oppression talk jun coordinated universal time,0.0,train
64,64,00280c0d0652b366,dh dude abc officially say name episode know already episode name abc say everybodys say dont,0.0,train
65,65,0028d62e8a5629aa,edits good cunt like revert good edits youre stupid understand write well revert edits youve decided bear playground grudge problem maybe one day youll realise damage noble project,1.0,train
66,66,00290e2a171dd073,neilns bang arent harassed dont edit disruptively dont get reverted talk,0.0,train
67,67,002918ae66cc4bc2,went around time certainly case time later stopped taking child young age,0.0,train
68,68,0029541a38c523a0,must chemical imbalance brain ok gibberish guy writing really make feel sorry dont ever go law school would legal profession bad,0.0,train
69,69,0029b87aa9c7dc4a,trying scare thatso say comment thatso insulting thatso trying suggest original research wikipedia right,0.0,train
70,70,002a13f2896596fa,oppose article stand properly reference wpreference guideline issue resolved dont issue moved mainspace,0.0,train
71,71,002a6beca33307b3,would appreciate apology see unlikely please dont waste time longer attempt trying justify either plasma physic transgression toward bother longer issue shall leave alone seek others deserve considerate attention,0.0,train
72,72,002b90cc8a94c76b,original research pointed episode,0.0,train
73,73,002c9cccf2f1d05b,ambiguous mabuska irish mean one thing qoute thanks preceding unsigned comment added course word irish wasnt invented establishment irish free state talk quote want depends context term used whether applicable note said citizenship ethnicity never mentioned nationality real key meaning nationality meaning term predominantly used form wikipedia nationality term refers republic ireland already know im sure talk nationality term refers republic ireland country nationality term refers ireland preceding unsigned comment added oh wow ireland ireland state whose official description republic ireland whats point inane conversation talk ireland whose official name ireland preceding unsigned comment added reading also see speak preceding unsigned comment added,0.0,train
74,74,002d6c9d9f85e81f,magazine masthead say time corporate name time inc easily look hand abn amro always corporate name look well,0.0,train
75,75,002e2d3db2b597c4,take belated piffling prevarication elsewhere late,0.0,train
76,76,002f0e29c60807b1,thats im looking look like around dick talk page though nothing bad though look like inability express properly thank concern also cheer,0.0,train
77,77,0030614cfd96d9d1,direction really necessary name u state recognize give number state american encyclopedia universal one dont see every single u state recognize named ix,0.0,train
78,78,00316bcc0d1bc6e0,december coordinated universal time must play metal gear solid often gw arsenal gear ai went haywire solid snake uploaded emmas virus,0.0,train
79,79,003217c3eb469ba9,hi back last warning stop undoing edits die,1.0,train
80,80,00328eadb85b3010,minimization textile effluent proposed deletion template added article minimization textile effluent suggesting deleted according proposed deletion process contribution appreciated article may satisfy wikipedias criterion inclusion deletion notice explain see also wikipedia wikipedias deletion policy may prevent proposed deletion removing notice please explain disagree proposed deletion edit summary talk page also please consider improving article address issue raised even though removing deletion notice prevent deletion proposed deletion process article may still deleted match speedy deletion criterion sent article deletion may deleted consensus delete reached agree deletion article person made substantial edits page please add top minimization textile effluent,0.0,train
81,81,0033b9d5ccd499fb,scientific attribute event cause b cause b deliberate designed sort intelligent intent dont answer question beyond well problem answering beyond example completely rigged several major fundamental problem first completely fail mention fact intelligence behind id quite literally earth natural science might look honeycomb see built bee find odd looking fossilized honeycomb theorize made odd looking bee fundamentally different saying made something earth id core notion something outside system observe cause science sense word mythology paul bunyan wrestling match babe blue ox kicked much dirt created great lake evidence paul ox remain mean really second natural science take approach knowledge nothing known scientific law unless irrefutable theory must heavy supporting empirical data back id turn head end run around knowledge play game probability one say flagellum bacteria could formed naturally hell id proponent come sort mathematically accurate probability flagellum naturally forming bacteria dont understand cant statistic id jump right hurdle take anything doesnt complete detailed natural explanation jam statistic say well improbable happen someone must designed perversion science assign probability something dont understand id making number finally example ab b deliberate design thats well good rigged example except respect life earth b unknown ab example might qualify forensic science dead body b bullet heart see bunch dead body bullet heart next time see body bullet heart probably figure thats killed dont life earth one scenario case observe test sense ab scientific youve never actually observed b way b teh intelligent designer never observed sense isnt science,0.0,train
82,82,0034065c7b12a7a2,screwjob hey noticed comment montreal screwjob discussion page decided since nobody except someone account objected said would atleast change page little make fair wanted tell thought would like know changed word top first paragraph added something second one bothered thats fine thought since fighting nothing even said might aswell tell,0.0,train
83,83,00349c6325526c11,april thank experimenting page andy griffith wikipedia test worked reverted removed please use sandbox test want take look welcome page would like learn contributing encyclopedia,0.0,train
84,84,0034d7c78cfa6dee,christ iq selected therefore every population iq never cease amaze,0.0,train
85,85,0035d638ba684122,prove isnt better knowledge english language would obvious,0.0,train
86,86,0036621e4c7e10b5,would shut dont run wikipedia especially stupid kid,1.0,train
87,87,0036e50f42d0b679,oh vandalisingxd see greeting,0.0,train
88,88,0037e59caead9dab,website hey thinking getting website display picture cheapest thing could find dont know others fir diliff guy website think legit could provide better alternative help guild member also appreciated thanks talk,0.0,train
89,89,0037fe4f8f5cdcfb,thanks reading,0.0,train
90,90,0038d1dc2ad29469,personal attack fruit brute vfd apology im critical feel many comment made fruit brute vfd debate far reasonable diplomatic way disagree assertion initial sentence dont lie make look even juvenile learn face youve goofed go long way life attack age certainly border personal attack forty sixty eighty would included comment juvenile dont expect apologise anyone want make clear consider comment vfd debate inappropriate think many member community would agree talk feb coordinated universal time,0.0,train
91,91,0038f191ffc93d75,transliteration russian place name writing moscow metro malayalam wikipedia finding difficult correctly transliterate russian place name example pronounce park kultury paark kalttari paark kalchchari perhaps something completely different somebody please help transliterating list given putting list dont want clutter page thanks,0.0,train
92,92,003910ffa2f50517,almost got look see real talk,0.0,train
93,93,00397b264deba890,one defame someone think fort hood shooting justified god law,0.0,train
94,94,003a19c04c079bf7,lack balance article seriously balance would benefit greatly introduction additional information negative aspect record sort balance problem uncommon dependence work particular author example testing evaluation u army ordnance dept exposed serious problem tank type information included article bring back balance,0.0,train
95,95,003b9f448ee4a29d,thanks see violating clearly stated wikipedia policy problem people reviewed elsewhere finishing one wiki project todsy spending rest day important personal blog entry ill go find discussion james petras fascinating discussion use term jewish lobby dont put back deleted dissident voice article right away per talkjewishlobbywpvcomparingjewishvirtuallibraryanddissidentvoice carol moore talk,0.0,train
96,96,003bd094feef5263,hi thanks kind word see around talk,0.0,train
97,97,003caacc6ce6c9e9,collusion poker regarded heinous form cheating poker perhaps mention example warranted,0.0,train
98,98,003d77a20601cec1,thanks much however resolved today didnt write anything edit summary camera put ad edit summary talk,0.0,train
99,99,003dbd1b9b354c1f,youre right get username youll able impact im saying seem familiar everything probably username get one take second talkcontribs,0.0,train
100,100,003f698d06c9b180,however moonlite edit noted golden daph optus wake wikkis funny,0.0,train
101,101,003fa0c68deca750,check following website,0.0,train
102,102,0040017ef6277334,cant believe one already put page dilberts desktop game,0.0,train
103,103,004176f28a17bf45,well asked provide diffs within one hour next edit made edit talk page provide diffs requested within one hour edit sanctioned failing provide requested diffs timely manner week still done consequently request lift sanction denied,0.0,train
104,104,0044cf18cc2655b3,page shoudld important character dont reoccur void black doom mephiles,0.0,train
105,105,00472b8e2d38d1ea,pair jewhating weiner nazi schmuck,1.0,train
106,106,00480b6e1f19601b,tend think list longer rest article there problem either history characteristic expanded list culled personally like consensus reached tripel article othersmyself included decided country origin highlighted example trappist abbey foreign foreign includes nonbelgium example way article article encyclopedia list people find list anywhere article reference also style statistic bad say style statistic sound like prescription description encyclopedia follow latter former used citation followand youll find valid one style country origin,0.0,train
107,107,0048de0c9422f64f,whats religiously politically motivated push issue please refrain talking page interested otherwise feel free talk relevant edits science deleet talk would prefer following user never post maunus aunussnunw weijibaikebianji guy published psychology researcher right perhaps doesnt know access library best source point often doesnt come across mindbendingly condescending also suspect editor racist see wiki,0.0,train
108,108,0048e4ed8a0af433,im vandalizing im fun man sense humor think im vandalizing stuff lemonpartyorgthis site,0.0,train
109,109,004a23742282fee4,welcome wikipedia bla discover ekopedia practical encyclopedia alternative life technique bla discover ekopedia practical encyclopedia alternative life technique,0.0,train
110,110,004a789c03eda830,including appropriate mention solomon article without level support,0.0,train
111,111,004af8a71399a4dc,comment could verify claim talk,0.0,train
112,112,004b073d5b456b15,czech republic central europe state article part reason people making confusion especially ridiculous would replace mention north caucasus favor north slope caucasus mountain isnt even geographical area denoting mountain region country located within continent yet reason refuse allow article denoted continent single factor alone would made massive difference reader im tired arguing people essentially wikisquatters refusing nudge given article,0.0,train
113,113,004b103182fb1eab,thanks josette enjoyed meeting shocked decision begin reflect consensus one grand poobah make alone serf right stealing time pressing realworld duty indulge fun hobby ive learned lesson wont waste time like ill stick fixing little thing run across read article information,0.0,train
114,114,004b975fabbbffa9,paleontologist agree organic remains must buried quickly preserved long enough come fossilized however term fossilized precise term several factor metamorphic mineral process occur organic remains result typically called fossil one major factor concern kind organism fossilized vertebrate invertebrate radiolarian sponge plant pollen foot print multiple process may include permineralization recrystalization carbonization replacement dissolving diagenesis talking fossilization complex issue however quick burial questioned major question long take process work organic reamins environment found experimental taphonomy resulted assortment remains becoming fossilized various process lab course implies given right condition vast age issue metamorphic process ongoing equilibrium met chemical enviroument burial site mineral organic remains flood catastrophic geologist expect organic remains buried flood completely fossilized within one year period flood rather year process working much work need done taphonomy organic remains yet one interprets even result depend upon world view choose believe,0.0,train
115,115,004b97c80705a548,also think vegetable basket need wikipedia page,0.0,train
116,116,004d07d94cb92e35,bigfoot reference magazine better known engineering mining journal may difficult time finding depending live ran across article year ago researching something else made copy clearly derived press account treat incident joke whole point citing show incident whatever entirely created year fact leave email scan page email pdf,0.0,train
117,117,004d912a00f79c89,also see cant trust murkoth ramunni,0.0,train
118,118,004de318396bbf8b,chart performance single lady put ring please take advice split paragraph section fa generally short paragraph hard boring ingest much information splitting paragraph improve flow talk,0.0,train
119,119,004e59705689a5ed,hahahaha good one removed,0.0,train
120,120,004f5608984d99f1,said ive temporarily removed request based cydes advice pending request consensus ive asked talk page urge anyone reading vote know community want,0.0,train
121,121,004f6dbe69f3545d,conformity healthy may missed article seem address conformity healthy behaviour way conform grammar understood conform law recognise need orderly society,0.0,train
122,122,004f981460421bdf,hi new wikipedia read pandemic today impressed quality information knowledge easily available elsewhere easily accessible format thank creating content making accessible,0.0,train
123,123,004fb9f655230909,say something view educationalist socialist political commentator link mention bit stood election candidate respect,0.0,train
124,124,004fd4fb5c47c29f,sandbox dont take template sandbox say dont remove reason jan coordinated universal time,0.0,train
125,125,0050cb3bc226f94e,heh bit copy wikipediawikiproject professional wrestling thought look bit tidy better way,0.0,train
126,126,00510c3d06745849,ahh hello witzeman symbol character greek cyrillic ipa famous article witze happiness wikipedia witzeman great honour passed generation many family regardless race age character knowledge outside world know little elusive character honour witzeman ever witzeman said great honour although quality needed job never disclosed person may witzeman many year called former witzemans via dream associate witzeman known certain babe cool much lesser known witzewoman present witzeman boy namely benjamin wood said become witzeman felt awesome radiance topright bumcheek told great number people testimony promised year come history present world come enlightned knowledge witzeman present year former witzemen public honour abide formality conservativism time term witzeman compound word adjective witze man witze century term person extreme humour radiant intelligence unfortuneatly witze also sometimes associated bad wind unspeakable reason proper history early century witzemen considered outcast young child encouraged poke stick led witzeman rebellion current witzeman follower attempted coup take local council chess team rebellion disgraced witzeman follower embarassingly pronounced gaga government meeting year period early dark time witzemans history however good time come witzeman many normal people took part mass demonstration protest witzeman building great moment historythe great rebellion several witzeman sprinted round visitor gallery house common wearing clown mask otherwise completely naked thought act circambulation however many people witnessed shocking behaviour mentally spiritually emotionallly scarred life group people included many young child forced go asylum state mental instability suffering trauma time government finally took positive action witzeman bill right witzeman signed stating witzemen allowed pleased although formal agreement many journalist viewed letter submission government witzeman behaviour witzeman follower became twisted,0.0,train
127,127,00521847b93eba3b,ok finished planned cleanup todo page entry removed copied investigated entry page record looked talk,0.0,train
128,128,0052a7e684beeb1a,dec nist scientist said collapse tower magnitude seismically significant see dr wood scientific method applied thermite hypothesis paper tripod site link,0.0,train
129,129,005306a4c109dab3,statement drawn watchtower literature honestly clandescently hypocrisy drawn watchtower literature via ray franzs argument literature imposed wikipedia article much coincidence less follower ray franz going come reference wa literature exactly connection ray franz make without first seen connection made ray franz literature natural nature,0.0,train
130,130,00537730daf8c5f1,sorry checked come dulas bay somehow missed dulas disambiguation page completely apology even getting particularly late night onset swine flu perhaps,0.0,train
131,131,0053978373606ba4,tcm find evidence acupressure tcm rather derived tcm one object ill place citation note article,0.0,train
132,132,0053bab79133c0fc,well still need expansion area citation others image going get pic stanley cup banner tonight hitman game forgot camera thorough reviewcopy edit someone better flair word work progress lute,0.0,train
133,133,00548d029d7f4783,redirect somewhere couldnt hurt though still dont think candidate ideal pass notability threshold day basic material still work,0.0,train
134,134,00548f16a392d8ed,meivazhi ive go restarting meivazhi article style thats standard wikipedia article someone would probably deleted pretty quickly stayed form posted id grateful could help talkmeivazhi accuracy unfortunately remove link conflict interest guideline advise editor linking site also wikipedias attribution policy wpatt requires information come thirdparty published source rather personal website know good newspaperbook account meivazhi postscript salaimanimudiindlistcom site personal site member,0.0,train
135,135,0055208c660f7894,though certainly small article inconsequential warrant subsuming within flame tree article discography article stand alone may,0.0,train
136,136,00562e78e0b34102,yeah let merge content sure devil canyon type codename,0.0,train
137,137,0057b7710cb5ebb2,imageyourtransitadjpg think may able get better photo ad im able okay use replace current one want check first anything,0.0,train
138,138,0057e30091cf3e81,cookie cookie,0.0,train
139,139,00582dcd527c8d7d,laugh as go listen manele,0.0,train
140,140,00584d887401f47b,december coordinated universal time yep laughing loud reformist party serbiareformist party another go last parliamentary election winning less vote notable actually mentioned way here something little people figured new constitution serbia brought enable kosovo secession constitution barred possibility kumanovo militarytechnical agreement signed nato fry sr broke coalition sps government collapsed causing new election unconstitutional act highest treason enough tried maximum sentence radical demanded death trial serbia tried treason among reason constitution release authority weight wont go prison recognize form loss sovereignty kosovo,0.0,train
141,141,00585c1da10b448b,new wikiproject novel initiative begun new initiative wikiproject novel improvement drive member listed notified please see wikipedia talkwikiproject improvement drive wikipediawikiproject novelscollaboration detail also would like remind keep eye project talk page wikipedia talkwikiproject novel thanks,0.0,train
